楽曲名,難易度,レベル,MAX
星霜輪廻～Repeat～,ADVANCED,8,-1
星霜輪廻～Repeat～,EXHAUST,13,4367
青春☆してるかい？READY&LADY!,NOVICE,5,-1
青春☆してるかい？READY&LADY!,ADVANCED,10,-1
青春☆してるかい？READY&LADY!,EXHAUST,13,3762
Starlight Express,NOVICE,4,-1
Starlight Express,ADVANCED,9,-1
Starlight Express,EXHAUST,16,4570
SCAPEGOAT BOY - SDVX Edit. -,NOVICE,2,-1
SCAPEGOAT BOY - SDVX Edit. -,ADVANCED,8,-1
SCAPEGOAT BOY - SDVX Edit. -,EXHAUST,14,4009
自由のための不自由,NOVICE,3,-1
自由のための不自由,ADVANCED,9,-1
自由のための不自由,EXHAUST,11,2688
GIGI BABA,NOVICE,4,-1
GIGI BABA,ADVANCED,9,-1
GIGI BABA,EXHAUST,13,3868
十面相（フリーダムver.）,NOVICE,3,-1
十面相（フリーダムver.）,ADVANCED,7,-1
十面相（フリーダムver.）,EXHAUST,14,3669
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,NOVICE,4,-1
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,ADVANCED,10,-1
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,EXHAUST,15,4026
She is my wife すーぱーアイドル☆ミツル子Remixちゃん,VIVID,18,5589
Sakura Reflection (P*Light Slayer Remix),NOVICE,4,-1
Sakura Reflection (P*Light Slayer Remix),ADVANCED,11,-1
Sakura Reflection (P*Light Slayer Remix),EXHAUST,15,4592
Sakura Reflection (P*Light Slayer Remix),VIVID,18,6216
concon (picom'n'bass rmx),NOVICE,4,-1
concon (picom'n'bass rmx),ADVANCED,10,-1
concon (picom'n'bass rmx),EXHAUST,13,4311
げきオコスティックファイナリアリティぷんぷんマスタースパーク,NOVICE,3,-1
げきオコスティックファイナリアリティぷんぷんマスタースパーク,ADVANCED,11,-1
げきオコスティックファイナリアリティぷんぷんマスタースパーク,EXHAUST,14,4365
Goodbye-bye Planet,NOVICE,5,-1
Goodbye-bye Planet,ADVANCED,10,-1
Goodbye-bye Planet,EXHAUST,14,4433
神々の祈り,NOVICE,1,-1
神々の祈り,ADVANCED,7,-1
神々の祈り,EXHAUST,10,2626
エピクロスの虹はもう見えない,NOVICE,1,-1
エピクロスの虹はもう見えない,ADVANCED,7,-1
エピクロスの虹はもう見えない,EXHAUST,12,3005
Vindicator,NOVICE,5,-1
Vindicator,ADVANCED,9,-1
Vindicator,EXHAUST,15,4094
UNLIMITED FIRE (DJ Amane Remix),NOVICE,3,-1
UNLIMITED FIRE (DJ Amane Remix),ADVANCED,9,-1
UNLIMITED FIRE (DJ Amane Remix),EXHAUST,13,4141
アノ華咲クヤ,NOVICE,3,-1
アノ華咲クヤ,ADVANCED,11,-1
アノ華咲クヤ,EXHAUST,14,3978
魔境堕天録サリエル,NOVICE,3,-1
魔境堕天録サリエル,ADVANCED,9,-1
魔境堕天録サリエル,EXHAUST,14,4439
魔境堕天録サリエル,HEAVENLY,18,7599
Fly to Next World (syzfonics Remix),NOVICE,3,-1
Fly to Next World (syzfonics Remix),ADVANCED,7,-1
Fly to Next World (syzfonics Remix),EXHAUST,12,3054
Power of Battle (SDVX EDIT),NOVICE,4,-1
Power of Battle (SDVX EDIT),ADVANCED,10,-1
Power of Battle (SDVX EDIT),EXHAUST,13,3830
Tomato Leaf Breaks,NOVICE,5,-1
Tomato Leaf Breaks,ADVANCED,9,-1
Tomato Leaf Breaks,EXHAUST,13,4426
Two Fates,NOVICE,2,-1
Two Fates,ADVANCED,6,-1
Two Fates,EXHAUST,11,3728
天狗の落とし文 feat. ｙｔｒ,NOVICE,2,-1
天狗の落とし文 feat. ｙｔｒ,ADVANCED,9,-1
天狗の落とし文 feat. ｙｔｒ,EXHAUST,13,3892
Keep Going!,NOVICE,3,-1
Keep Going!,ADVANCED,9,-1
Keep Going!,EXHAUST,13,3608
Qubism,NOVICE,5,-1
Qubism,ADVANCED,11,-1
Qubism,EXHAUST,16,5370
Qubism,HEAVENLY,18,6953
Antinomie (SDVX EDIT),NOVICE,5,-1
Antinomie (SDVX EDIT),ADVANCED,10,-1
Antinomie (SDVX EDIT),EXHAUST,13,4420
WobbleTangleFestival,NOVICE,3,-1
WobbleTangleFestival,ADVANCED,8,-1
WobbleTangleFestival,EXHAUST,13,3591
ませまてぃっく♥ま+ま=まじっく！,NOVICE,4,-1
ませまてぃっく♥ま+ま=まじっく！,ADVANCED,9,-1
ませまてぃっく♥ま+ま=まじっく！,EXHAUST,15,4147
Party Stream !!,NOVICE,4,-1
Party Stream !!,ADVANCED,9,-1
Party Stream !!,EXHAUST,15,5049
honey trap,NOVICE,2,-1
honey trap,ADVANCED,7,-1
honey trap,EXHAUST,12,3463
サンドリヨン,NOVICE,4,-1
サンドリヨン,ADVANCED,9,-1
サンドリヨン,EXHAUST,13,3144
サリシノハラ,NOVICE,3,-1
サリシノハラ,ADVANCED,9,-1
サリシノハラ,EXHAUST,12,2860
こちら、幸福安心委員会です。,NOVICE,2,-1
こちら、幸福安心委員会です。,ADVANCED,12,-1
こちら、幸福安心委員会です。,EXHAUST,15,3648
こちら、幸福安心委員会です。,VIVID,18,4595
音楽 -壊音楽 mix-,NOVICE,5,-1
音楽 -壊音楽 mix-,ADVANCED,11,-1
音楽 -壊音楽 mix-,EXHAUST,17,4280
En FIRE-G SOUL,NOVICE,4,-1
En FIRE-G SOUL,ADVANCED,9,-1
En FIRE-G SOUL,EXHAUST,13,3623
VALLIS-NERIA,NOVICE,6,-1
VALLIS-NERIA,ADVANCED,11,-1
VALLIS-NERIA,EXHAUST,18,7086
I'm so Happy,NOVICE,4,-1
I'm so Happy,ADVANCED,9,-1
I'm so Happy,EXHAUST,16,4262
ロストワンの号哭,NOVICE,3,-1
ロストワンの号哭,ADVANCED,8,-1
ロストワンの号哭,EXHAUST,13,4359
ロストワンの号哭,GRAVITY,16,5965
Lieselotte,NOVICE,4,-1
Lieselotte,ADVANCED,8,-1
Lieselotte,EXHAUST,15,5145
ラクガキスト,NOVICE,5,-1
ラクガキスト,ADVANCED,10,-1
ラクガキスト,EXHAUST,16,5618
ラクガキスト,VIVID,19,7898
Bad ∞ End ∞ Night,NOVICE,3,-1
Bad ∞ End ∞ Night,ADVANCED,8,-1
Bad ∞ End ∞ Night,EXHAUST,13,3784
隅田川夏恋歌 (I/O Angel mix),NOVICE,3,-1
隅田川夏恋歌 (I/O Angel mix),ADVANCED,8,-1
隅田川夏恋歌 (I/O Angel mix),EXHAUST,12,3754
カラルの月 Verdammt Remix,NOVICE,3,-1
カラルの月 Verdammt Remix,ADVANCED,7,-1
カラルの月 Verdammt Remix,EXHAUST,12,2951
C18H27NO3,NOVICE,6,-1
C18H27NO3,ADVANCED,10,-1
C18H27NO3,EXHAUST,16,5370
C18H27NO3,HEAVENLY,18,6806
アルストロメリア KURO-HACO Remix,NOVICE,4,-1
アルストロメリア KURO-HACO Remix,ADVANCED,10,-1
アルストロメリア KURO-HACO Remix,EXHAUST,15,4516
悪いところがひとつもない！,NOVICE,3,-1
悪いところがひとつもない！,ADVANCED,9,-1
悪いところがひとつもない！,EXHAUST,14,3969
殯,NOVICE,3,-1
殯,ADVANCED,7,-1
殯,EXHAUST,13,4013
迷妄少年と小世界,NOVICE,3,-1
迷妄少年と小世界,ADVANCED,8,-1
迷妄少年と小世界,EXHAUST,13,3530
HAELEQUIN,NOVICE,5,-1
HAELEQUIN,ADVANCED,11,-1
HAELEQUIN,EXHAUST,17,5682
ネトゲ廃人シュプレヒコール,NOVICE,3,-1
ネトゲ廃人シュプレヒコール,ADVANCED,9,-1
ネトゲ廃人シュプレヒコール,EXHAUST,14,3960
トリノコシティ,NOVICE,2,-1
トリノコシティ,ADVANCED,7,-1
トリノコシティ,EXHAUST,12,3413
つぶやき魔法少女りむる,NOVICE,5,-1
つぶやき魔法少女りむる,ADVANCED,10,-1
つぶやき魔法少女りむる,EXHAUST,16,5840
HΨ=世界創造=EΨ,NOVICE,3,-1
HΨ=世界創造=EΨ,ADVANCED,7,-1
HΨ=世界創造=EΨ,EXHAUST,12,4246
Joyeuse,NOVICE,4,-1
Joyeuse,ADVANCED,10,-1
Joyeuse,EXHAUST,17,4767
Joyeuse,VIVID,18,5690
サヨナラデイズ,NOVICE,2,-1
サヨナラデイズ,ADVANCED,9,-1
サヨナラデイズ,EXHAUST,12,3289
Survival Games (Hommarju Remix),NOVICE,3,-1
Survival Games (Hommarju Remix),ADVANCED,9,-1
Survival Games (Hommarju Remix),EXHAUST,13,3829
Sakura Reflection 音頭 -盆踊Remix-,NOVICE,4,-1
Sakura Reflection 音頭 -盆踊Remix-,ADVANCED,9,-1
Sakura Reflection 音頭 -盆踊Remix-,EXHAUST,13,3462
GEROL,NOVICE,5,-1
GEROL,ADVANCED,11,-1
GEROL,EXHAUST,16,4273
OVERDRIVERS,NOVICE,4,-1
OVERDRIVERS,ADVANCED,10,-1
OVERDRIVERS,EXHAUST,14,4390
え？あぁ、そう。,NOVICE,4,-1
え？あぁ、そう。,ADVANCED,9,-1
え？あぁ、そう。,EXHAUST,12,3287
いーあるふぁんくらぶ,NOVICE,3,-1
いーあるふぁんくらぶ,ADVANCED,7,-1
いーあるふぁんくらぶ,EXHAUST,13,3357
いーあるふぁんくらぶ,GRAVITY,16,3699
BabeL ～Next Story～,NOVICE,5,-1
BabeL ～Next Story～,ADVANCED,10,-1
BabeL ～Next Story～,EXHAUST,17,6474
華陽炎-Hana Kagerou-,NOVICE,3,-1
華陽炎-Hana Kagerou-,ADVANCED,10,-1
華陽炎-Hana Kagerou-,EXHAUST,14,4175
HAPPY HEART BEAT,NOVICE,4,-1
HAPPY HEART BEAT,ADVANCED,8,-1
HAPPY HEART BEAT,EXHAUST,14,4449
獣性オーバーフロウ,NOVICE,3,-1
獣性オーバーフロウ,ADVANCED,10,-1
獣性オーバーフロウ,EXHAUST,15,4909
少年は空を辿る Prog Piano Remix,NOVICE,5,-1
少年は空を辿る Prog Piano Remix,ADVANCED,9,-1
少年は空を辿る Prog Piano Remix,EXHAUST,16,4675
少年は空を辿る Prog Piano Remix,GRAVITY,17,6433
音楽 -resolve-,NOVICE,6,-1
音楽 -resolve-,ADVANCED,11,-1
音楽 -resolve-,EXHAUST,17,5457
音楽 -resolve-,VIVID,19,7318
U.N.オーエンは彼女なのか？(TO-HOlic mix),NOVICE,5,-1
U.N.オーエンは彼女なのか？(TO-HOlic mix),ADVANCED,11,-1
U.N.オーエンは彼女なのか？(TO-HOlic mix),EXHAUST,16,5758
モモンが門番ばんっ☆,NOVICE,5,-1
モモンが門番ばんっ☆,ADVANCED,9,-1
モモンが門番ばんっ☆,EXHAUST,15,4401
#Fairy_dancing_in_lake,NOVICE,3,-1
#Fairy_dancing_in_lake,ADVANCED,11,-1
#Fairy_dancing_in_lake,EXHAUST,16,4054
#Fairy_dancing_in_lake,VIVID,18,6200
Cirno Break,NOVICE,5,-1
Cirno Break,ADVANCED,10,-1
Cirno Break,EXHAUST,16,5546
Silver Impact,NOVICE,4,-1
Silver Impact,ADVANCED,8,-1
Silver Impact,EXHAUST,13,4262
Venona,NOVICE,3,-1
Venona,ADVANCED,10,-1
Venona,EXHAUST,15,5712
恋はどう？モロ◎波動OK☆方程式!!,NOVICE,3,-1
恋はどう？モロ◎波動OK☆方程式!!,ADVANCED,9,-1
恋はどう？モロ◎波動OK☆方程式!!,EXHAUST,15,4242
Unicorn tail Dustboxxxx RMX,NOVICE,5,-1
Unicorn tail Dustboxxxx RMX,ADVANCED,10,-1
Unicorn tail Dustboxxxx RMX,EXHAUST,16,5734
Unicorn tail Dustboxxxx RMX,VIVID,18,6962
デストロイマーチ,NOVICE,4,-1
デストロイマーチ,ADVANCED,11,-1
デストロイマーチ,EXHAUST,16,5258
Daily Lunch Special ～DeliciousREMIX～,NOVICE,5,-1
Daily Lunch Special ～DeliciousREMIX～,ADVANCED,10,-1
Daily Lunch Special ～DeliciousREMIX～,EXHAUST,15,4642
Smile,NOVICE,3,-1
Smile,ADVANCED,7,-1
Smile,EXHAUST,12,3233
Voice 2 Voice,NOVICE,4,-1
Voice 2 Voice,ADVANCED,10,-1
Voice 2 Voice,EXHAUST,15,3917
Lunartic Dial,NOVICE,4,-1
Lunartic Dial,ADVANCED,10,-1
Lunartic Dial,EXHAUST,16,4696
U.N. Owen was her? (Hyuji Remix),NOVICE,4,-1
U.N. Owen was her? (Hyuji Remix),ADVANCED,9,-1
U.N. Owen was her? (Hyuji Remix),EXHAUST,13,3834
太陽はやめて！ぼくらのスカーレット警察,NOVICE,3,-1
太陽はやめて！ぼくらのスカーレット警察,ADVANCED,8,-1
太陽はやめて！ぼくらのスカーレット警察,EXHAUST,13,3694
赤より紅い夢 -lucid dream Mix-,NOVICE,3,-1
赤より紅い夢 -lucid dream Mix-,ADVANCED,9,-1
赤より紅い夢 -lucid dream Mix-,EXHAUST,13,3659
愛くるしフール -Not EASY!!-,NOVICE,4,-1
愛くるしフール -Not EASY!!-,ADVANCED,10,-1
愛くるしフール -Not EASY!!-,EXHAUST,15,4574
Playing With Fire,NOVICE,5,-1
Playing With Fire,ADVANCED,10,-1
Playing With Fire,EXHAUST,16,4238
Booths of Fighters,NOVICE,5,-1
Booths of Fighters,ADVANCED,11,-1
Booths of Fighters,EXHAUST,17,6236
Booths of Fighters,HEAVENLY,19,7399
VERSUS!!,NOVICE,5,-1
VERSUS!!,ADVANCED,10,-1
VERSUS!!,EXHAUST,15,4131
ハローラフター,NOVICE,4,-1
ハローラフター,ADVANCED,7,-1
ハローラフター,EXHAUST,12,4019
Starlight Vision,NOVICE,2,-1
Starlight Vision,ADVANCED,7,-1
Starlight Vision,EXHAUST,12,4279
Quietus Ray,NOVICE,5,-1
Quietus Ray,ADVANCED,11,-1
Quietus Ray,EXHAUST,17,6698
Quietus Ray,HEAVENLY,19,8839
ウサテイ,NOVICE,4,-1
ウサテイ,ADVANCED,8,-1
ウサテイ,EXHAUST,15,4558
ありふれたせかいせいふく,NOVICE,4,-1
ありふれたせかいせいふく,ADVANCED,9,-1
ありふれたせかいせいふく,EXHAUST,13,3163
ユクエシレズ,NOVICE,3,-1
ユクエシレズ,ADVANCED,9,-1
ユクエシレズ,EXHAUST,13,3562
魔法少女達の百年祭(masty core remix),NOVICE,4,-1
魔法少女達の百年祭(masty core remix),ADVANCED,10,-1
魔法少女達の百年祭(masty core remix),EXHAUST,15,4460
DEADLOCK XXX,NOVICE,5,-1
DEADLOCK XXX,ADVANCED,11,-1
DEADLOCK XXX,EXHAUST,17,6165
Darkness Pleasure,NOVICE,2,-1
Darkness Pleasure,ADVANCED,7,-1
Darkness Pleasure,EXHAUST,12,2983
曾根崎心中,NOVICE,4,-1
曾根崎心中,ADVANCED,10,-1
曾根崎心中,EXHAUST,15,4442
snow storm -euphoria-,NOVICE,5,-1
snow storm -euphoria-,ADVANCED,11,-1
snow storm -euphoria-,EXHAUST,17,7038
snow storm -euphoria-,GRAVITY,19,7351
Over the Starlit sky,NOVICE,4,-1
Over the Starlit sky,ADVANCED,9,-1
Over the Starlit sky,EXHAUST,15,4185
8 -eight-,NOVICE,5,-1
8 -eight-,ADVANCED,10,-1
8 -eight-,EXHAUST,16,4976
Dawn of Asia,NOVICE,4,-1
Dawn of Asia,ADVANCED,11,-1
Dawn of Asia,EXHAUST,15,4882
Dawn of Asia,GRAVITY,16,5932
Double Universe,NOVICE,5,-1
Double Universe,ADVANCED,11,-1
Double Universe,EXHAUST,16,5164
Double Universe,GRAVITY,17,6306
XROSS INFECTION,NOVICE,6,-1
XROSS INFECTION,ADVANCED,13,3752
XROSS INFECTION,EXHAUST,17,6110
XROSS INFECTION,GRAVITY,19,7068
Crack Traxxxx,NOVICE,6,-1
Crack Traxxxx,ADVANCED,11,-1
Crack Traxxxx,EXHAUST,16,6295
Crack Traxxxx,GRAVITY,18,7054
INFINITY OVERDRIVE,NOVICE,5,-1
INFINITY OVERDRIVE,ADVANCED,11,-1
INFINITY OVERDRIVE,EXHAUST,15,4758
INFINITY OVERDRIVE,GRAVITY,17,5446
Hail Storm,NOVICE,2,-1
Hail Storm,ADVANCED,7,-1
Hail Storm,EXHAUST,12,2798
Shiny Up!,NOVICE,2,-1
Shiny Up!,ADVANCED,7,-1
Shiny Up!,EXHAUST,12,3056
最終鬼畜妹フランドール・S,NOVICE,5,-1
最終鬼畜妹フランドール・S,ADVANCED,12,-1
最終鬼畜妹フランドール・S,EXHAUST,16,6666
最終鬼畜妹フランドール・S,GRAVITY,18,8313
ワヴル魔法図書館,NOVICE,5,-1
ワヴル魔法図書館,ADVANCED,10,-1
ワヴル魔法図書館,EXHAUST,15,5193
夢の空、約束の場所,NOVICE,2,-1
夢の空、約束の場所,ADVANCED,7,-1
夢の空、約束の場所,EXHAUST,11,2853
マネマネサイコトロピック,NOVICE,4,-1
マネマネサイコトロピック,ADVANCED,9,-1
マネマネサイコトロピック,EXHAUST,14,4644
放課後ストライド,NOVICE,4,-1
放課後ストライド,ADVANCED,11,-1
放課後ストライド,EXHAUST,16,5620
放課後ストライド,HEAVENLY,17,7413
Catadioptric,NOVICE,3,-1
Catadioptric,ADVANCED,7,-1
Catadioptric,EXHAUST,13,3378
Indomitable Spirit,NOVICE,3,-1
Indomitable Spirit,ADVANCED,8,-1
Indomitable Spirit,EXHAUST,13,3723
赤より紅い夢-Aya2g Tech Dance Remix-,NOVICE,4,-1
赤より紅い夢-Aya2g Tech Dance Remix-,ADVANCED,9,-1
赤より紅い夢-Aya2g Tech Dance Remix-,EXHAUST,16,4362
LEMON SUMMER,NOVICE,4,-1
LEMON SUMMER,ADVANCED,10,-1
LEMON SUMMER,EXHAUST,15,4933
Rings of Rainbow,NOVICE,5,-1
Rings of Rainbow,ADVANCED,10,-1
Rings of Rainbow,EXHAUST,15,5001
Paradoxy,NOVICE,4,-1
Paradoxy,ADVANCED,9,-1
Paradoxy,EXHAUST,15,4461
BUBBLE RAVER,NOVICE,4,-1
BUBBLE RAVER,ADVANCED,9,-1
BUBBLE RAVER,EXHAUST,15,4685
- dirty rouge -,NOVICE,5,-1
- dirty rouge -,ADVANCED,10,-1
- dirty rouge -,EXHAUST,15,5556
やばいつよくてあたまいいあたいのうた,NOVICE,5,-1
やばいつよくてあたまいいあたいのうた,ADVANCED,10,-1
やばいつよくてあたまいいあたいのうた,EXHAUST,15,5491
桜華月想-SDVX EDIT-,NOVICE,2,-1
桜華月想-SDVX EDIT-,ADVANCED,8,-1
桜華月想-SDVX EDIT-,EXHAUST,12,3442
"Electric ""Sister"" Bitch",NOVICE,4,-1
"Electric ""Sister"" Bitch",ADVANCED,10,-1
"Electric ""Sister"" Bitch",EXHAUST,16,4802
ゆうしゃのなつやすみ,NOVICE,4,-1
ゆうしゃのなつやすみ,ADVANCED,9,-1
ゆうしゃのなつやすみ,EXHAUST,14,4757
トラウィスカルパンテクートリ,NOVICE,5,-1
トラウィスカルパンテクートリ,ADVANCED,9,-1
トラウィスカルパンテクートリ,EXHAUST,16,4310
Demetel,NOVICE,3,-1
Demetel,ADVANCED,7,-1
Demetel,EXHAUST,12,2949
Shadows in the Light,NOVICE,3,-1
Shadows in the Light,ADVANCED,9,-1
Shadows in the Light,EXHAUST,13,4013
True Blue,NOVICE,5,-1
True Blue,ADVANCED,11,-1
True Blue,EXHAUST,17,6036
ルーネイトエルフ(Riz Mix),NOVICE,3,-1
ルーネイトエルフ(Riz Mix),ADVANCED,10,-1
ルーネイトエルフ(Riz Mix),EXHAUST,14,4052
Devotion,NOVICE,3,-1
Devotion,ADVANCED,7,-1
Devotion,EXHAUST,12,3110
We Are The Scarlet (SDVX Edit),NOVICE,4,-1
We Are The Scarlet (SDVX Edit),ADVANCED,10,-1
We Are The Scarlet (SDVX Edit),EXHAUST,15,4918
ムーニャポヨポヨスッポコニャーゴ,NOVICE,4,-1
ムーニャポヨポヨスッポコニャーゴ,ADVANCED,10,-1
ムーニャポヨポヨスッポコニャーゴ,EXHAUST,17,5966
ムーニャポヨポヨスッポコニャーゴ,VIVID,18,7924
Dignity,NOVICE,6,-1
Dignity,ADVANCED,11,-1
Dignity,EXHAUST,16,5116
Decretum,NOVICE,5,-1
Decretum,ADVANCED,11,-1
Decretum,EXHAUST,17,6554
タイムマシン,NOVICE,2,-1
タイムマシン,ADVANCED,8,-1
タイムマシン,EXHAUST,13,3824
shiningray,NOVICE,1,-1
shiningray,ADVANCED,8,-1
shiningray,EXHAUST,13,2361
クノイチでも恋がしたい,NOVICE,5,-1
クノイチでも恋がしたい,ADVANCED,10,-1
クノイチでも恋がしたい,EXHAUST,16,4583
Last Battalion,NOVICE,4,-1
Last Battalion,ADVANCED,10,-1
Last Battalion,EXHAUST,15,4989
Last Battalion,GRAVITY,17,6254
TrailBlazer,NOVICE,3,-1
TrailBlazer,ADVANCED,9,-1
TrailBlazer,EXHAUST,13,4239
TrailBlazer,GRAVITY,16,5372
take a step forward,NOVICE,3,-1
take a step forward,ADVANCED,10,-1
take a step forward,EXHAUST,15,5688
take a step forward,HEAVENLY,17,6558
choux à la crème,NOVICE,5,-1
choux à la crème,ADVANCED,11,-1
choux à la crème,EXHAUST,16,5911
choux à la crème,GRAVITY,17,6187
Erlung,NOVICE,4,-1
Erlung,ADVANCED,10,-1
Erlung,EXHAUST,14,3852
Erlung,GRAVITY,17,5304
マインド・ゲーム,NOVICE,4,-1
マインド・ゲーム,ADVANCED,9,-1
マインド・ゲーム,EXHAUST,14,4134
PUNISHER,NOVICE,4,-1
PUNISHER,ADVANCED,10,-1
PUNISHER,EXHAUST,16,5175
HYENA,NOVICE,5,-1
HYENA,ADVANCED,12,-1
HYENA,EXHAUST,17,5718
HYENA,EXCEED,19,7030
Stella Sinistra,NOVICE,5,-1
Stella Sinistra,ADVANCED,11,-1
Stella Sinistra,EXHAUST,16,5165
Last Concerto,NOVICE,6,-1
Last Concerto,ADVANCED,12,-1
Last Concerto,EXHAUST,17,5056
Last Concerto,GRAVITY,18,6575
Hellfire,NOVICE,6,-1
Hellfire,ADVANCED,12,-1
Hellfire,EXHAUST,17,6273
Hellfire,GRAVITY,18,7186
BLACK or WHITE?,NOVICE,6,-1
BLACK or WHITE?,ADVANCED,12,-1
BLACK or WHITE?,EXHAUST,18,6788
BLACK or WHITE?,GRAVITY,19,7710
For UltraPlayers,NOVICE,7,-1
For UltraPlayers,ADVANCED,13,4269
For UltraPlayers,EXHAUST,18,7334
For UltraPlayers,HEAVENLY,19,8657
Bangin' Burst,NOVICE,6,-1
Bangin' Burst,ADVANCED,13,4071
Bangin' Burst,EXHAUST,18,8148
Bangin' Burst,GRAVITY,19,8844
超越してしまった彼女と其を生み落した理由,NOVICE,6,-1
超越してしまった彼女と其を生み落した理由,ADVANCED,12,-1
超越してしまった彼女と其を生み落した理由,EXHAUST,17,6199
超越してしまった彼女と其を生み落した理由,HEAVENLY,18,7735
Lunatic Rough Party!!,NOVICE,4,-1
Lunatic Rough Party!!,ADVANCED,10,-1
Lunatic Rough Party!!,EXHAUST,15,3588
U.N.オーエンは彼女なのか？haru_naba Remix,NOVICE,5,-1
U.N.オーエンは彼女なのか？haru_naba Remix,ADVANCED,11,-1
U.N.オーエンは彼女なのか？haru_naba Remix,EXHAUST,17,6030
上海紅茶館 ～ Chinese Tea Orchid Remix,NOVICE,5,-1
上海紅茶館 ～ Chinese Tea Orchid Remix,ADVANCED,10,-1
上海紅茶館 ～ Chinese Tea Orchid Remix,EXHAUST,16,5156
上海紅茶館 ～ Chinese Tea Orchid Remix,VIVID,18,6508
おお われら喜び讃うべし、主よ,NOVICE,4,-1
おお われら喜び讃うべし、主よ,ADVANCED,10,-1
おお われら喜び讃うべし、主よ,EXHAUST,16,5621
おお われら喜び讃うべし、主よ,VIVID,18,6964
雪女,NOVICE,5,-1
雪女,ADVANCED,12,-1
雪女,EXHAUST,16,5469
雪女,GRAVITY,17,6639
Profession,NOVICE,3,-1
Profession,ADVANCED,12,-1
Profession,EXHAUST,16,3552
will o' the wisp,NOVICE,4,-1
will o' the wisp,ADVANCED,10,-1
will o' the wisp,EXHAUST,13,4040
イゴモヨス＝オムルのテーマによるブヨブヨ・スケッチの試み,NOVICE,4,-1
イゴモヨス＝オムルのテーマによるブヨブヨ・スケッチの試み,ADVANCED,10,-1
イゴモヨス＝オムルのテーマによるブヨブヨ・スケッチの試み,EXHAUST,17,6295
LittleGameStar,NOVICE,3,-1
LittleGameStar,ADVANCED,10,-1
LittleGameStar,EXHAUST,15,5292
LittleGameStar,GRAVITY,17,6969
野球の遊び方　そしてその歴史　～決定版～,NOVICE,3,-1
野球の遊び方　そしてその歴史　～決定版～,ADVANCED,11,-1
野球の遊び方　そしてその歴史　～決定版～,EXHAUST,13,3813
Verse IV,NOVICE,5,-1
Verse IV,ADVANCED,12,-1
Verse IV,EXHAUST,17,6866
Verse IV,HEAVENLY,19,8916
轟け！恋のビーンボール！！,NOVICE,5,-1
轟け！恋のビーンボール！！,ADVANCED,11,-1
轟け！恋のビーンボール！！,EXHAUST,17,5390
デッドボヲルdeホームラン,NOVICE,3,-1
デッドボヲルdeホームラン,ADVANCED,9,-1
デッドボヲルdeホームラン,EXHAUST,15,3921
Squeeze,NOVICE,5,-1
Squeeze,ADVANCED,12,-1
Squeeze,EXHAUST,16,5132
Engraved Mark,NOVICE,5,-1
Engraved Mark,ADVANCED,11,-1
